target,n_decoys,n_acceptable_plus,n_medium_plus,n_high,n_positive,spearman,pearson,top20_spearman,auc_pos,auc_any,auc_med,auc_high,auc_dockq,success@1,success_any@1,success_med@1,success_high@1,hitrate@1,success@2,success_any@2,success_med@2,success_high@2,hitrate@2,success@5,success_any@5,success_med@5,success_high@5,hitrate@5,success@10,success_any@10,success_med@10,success_high@10,hitrate@10,success@100,success_any@100,success_med@100,success_high@100,hitrate@100
S-T151.2,160,1,0,0,4,0.3125449175947885,-0.060344927093351396,-0.39217187211063703,0.3766025641025641,0.19496855345911945,,,0.40552016985138,0,False,False,False,0.0,0,False,False,False,0.0,1,False,False,False,0.2,1,False,False,False,0.1,1,False,False,False,0.01
S-T151.3,160,2,0,0,80,0.10605237129273647,0.07530153105616859,0.3626096300955798,0.7067187500000001,0.12658227848101267,,,0.7473460721868366,1,False,False,False,0.0,1,False,False,False,0.0,1,False,False,False,0.0,1,False,False,False,0.0,1,False,False,False,0.03
S-T151.4,67,0,0,0,0,0.19809231138350858,0.2782371981394312,0.5351904051260326,,,,,,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0
S-T151.5,134,0,0,0,0,0.05292866074504818,-0.02351097433848778,-0.119683930260252,,,,,,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0
S-T152.1,165,149,139,23,144,0.16841929510981218,0.14555404652617537,-0.7620490569765762,0.5512566137566137,0.41568791946308725,0.6040398450470392,0.4969381506429884,0.3755555555555556,1,True,True,False,1.0,1,True,True,False,1.0,1,True,True,False,0.8,1,True,True,True,0.9,1,True,True,True,0.88
S-T153.1,178,112,101,18,112,-0.22148042311841362,-0.18302872305512985,-0.6227416700786843,0.35105519480519476,0.35105519480519476,0.4085122797994085,0.4875,0.35105519480519476,0,False,False,False,0.0,0,False,False,False,0.0,1,True,True,False,0.4,1,True,True,False,0.6,1,True,True,True,0.49
S-T154.1,165,1,0,0,0,-0.0746151725663502,-0.0442212530039537,0.003012051608603068,,0.7012195121951219,,,0.7012195121951219,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,True,False,False,0.01
S-T158.1,158,122,76,0,120,-0.23559489015133944,-0.2672535188595501,-0.6792176377399918,0.3407894736842105,0.3242258652094717,0.49582798459563543,,0.32264100507885596,1,True,False,False,1.0,1,True,False,False,1.0,1,True,True,False,0.6,1,True,True,False,0.6,1,True,True,False,0.77
S-T159.1,150,146,122,0,125,0.08188333857886729,-0.1571034004385332,0.19277130295059636,0.31616,0.22602739726027396,0.3439695550351288,,0.13865271419228253,0,False,False,False,0.0,1,True,True,False,0.5,1,True,True,False,0.8,1,True,True,False,0.5,1,True,True,False,0.9
S-T159.2,115,0,0,0,0,-0.409301763557459,-0.7604311778661854,-0.4562901866073002,,,,,,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0
S-T159.3,98,0,0,0,0,0.11851405406319168,0.08386993809419936,0.38639562749670076,,,,,,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0
S-T159.4,83,0,0,0,0,0.2359011936518024,0.4052157214549863,0.6933605939583705,,,,,,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0
S-T159.5,83,0,0,0,0,-0.19682893569693574,-0.08616993544233484,-0.5759717809665472,,,,,,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0
S-T159.6,114,108,42,0,103,-0.31218719365745257,-0.14049135792324385,-0.07635581187142282,0.5198587819947043,0.49691358024691357,0.2552910052910053,,0.49691358024691357,1,True,False,False,1.0,1,True,False,False,1.0,1,True,False,False,1.0,1,True,True,False,1.0,1,True,True,False,0.95
S-T159.7,141,78,9,0,9,0.08503343576956025,0.14984738258410057,-0.2890479825153256,0.25841750841750843,0.6196581196581196,0.25841750841750843,,0.5660377358490566,0,True,False,False,1.0,0,True,False,False,1.0,0,True,False,False,1.0,0,True,False,False,1.0,1,True,True,False,0.66
S-T164.1,168,139,10,0,145,0.4755015733342892,0.21673295000507017,-0.6327694836698067,0.6746626686656672,0.578268419746961,0.560126582278481,,0.6375121477162292,1,True,False,False,1.0,1,True,False,False,1.0,1,True,False,False,1.0,1,True,False,False,1.0,1,True,True,False,0.91
S-T165.1,179,0,0,0,0,0.28121599018906873,0.1833757762516395,0.09159895451936115,,,,,,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0
S-T166.1,189,89,76,3,95,-0.3763114451716503,-0.3176248316880292,-0.026405282309077186,0.26864501679731245,0.3365168539325843,0.29925477410340007,0.1863799283154122,0.24276018099547514,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.1,1,True,True,False,0.39
S-T169.1,186,0,0,0,0,-0.17441188831297624,-0.17940065063465413,-0.2628425781018659,,,,,0.4864864864864865,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.01
S-T176.1,184,14,0,0,4,0.1549695467514152,0.20982974672287,-0.46009520307901186,0.5430555555555555,0.7302521008403362,,,0.7242603550295857,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,1,True,False,False,0.14
S-T180.1,171,10,0,0,10,-0.4351751353695072,-0.30602710215599715,0.27989599247621816,0.34658385093167704,0.34658385093167704,,,0.34658385093167704,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,0,False,False,False,0.0,1,True,False,False,0.02
S-T180.2,172,135,65,0,94,-0.08274385992968618,-0.03156268889352243,-0.021196555536781833,0.35733769776322966,0.4934934934934934,0.5199137311286844,,0.49168719211822665,0,True,False,False,0.0,1,True,True,False,0.5,1,True,True,False,0.4,1,True,True,False,0.6,1,True,True,False,0.61
