target,in_tradock,in_bioscore,tradock_spearman,bioscore_spearman,delta_spearman,tradock_pearson,bioscore_pearson,delta_pearson,tradock_top20_spearman,bioscore_top20_spearman,delta_top20_spearman,tradock_auc_pos,bioscore_auc_pos,delta_auc_pos,tradock_auc_any,bioscore_auc_any,delta_auc_any,tradock_auc_med,bioscore_auc_med,delta_auc_med,tradock_auc_high,bioscore_auc_high,delta_auc_high,tradock_auc_dockq,bioscore_auc_dockq,delta_auc_dockq,tradock_success@1,bioscore_success@1,delta_success@1,tradock_success@2,bioscore_success@2,delta_success@2,tradock_success@5,bioscore_success@5,delta_success@5,tradock_success@10,bioscore_success@10,delta_success@10,tradock_success@100,bioscore_success@100,delta_success@100,tradock_success_any@1,bioscore_success_any@1,delta_success_any@1,tradock_success_any@2,bioscore_success_any@2,delta_success_any@2,tradock_success_any@5,bioscore_success_any@5,delta_success_any@5,tradock_success_any@10,bioscore_success_any@10,delta_success_any@10,tradock_success_any@100,bioscore_success_any@100,delta_success_any@100,tradock_hitrate@1,bioscore_hitrate@1,delta_hitrate@1,tradock_hitrate@2,bioscore_hitrate@2,delta_hitrate@2,tradock_hitrate@5,bioscore_hitrate@5,delta_hitrate@5,tradock_hitrate@10,bioscore_hitrate@10,delta_hitrate@10,tradock_hitrate@100,bioscore_hitrate@100,delta_hitrate@100
S-T078.1,1,1,0.12585404340049858,-0.3775581179095132,0.5034121613100118,0.11793770646061202,-0.1735277535989996,0.2914654600596116,0.4300751879699248,0.26917293233082706,0.1609022556390977,0.594187675070028,0.3155949741315595,0.2785927009384685,0.0,,,0.0,,,0.0,,,0.6880733944954128,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
S-T079.1,1,1,0.07465265514538527,0.015491811810627166,0.05916084333475811,0.04237381784238088,0.19146563880313713,-0.14909182096075624,0.10075187969924812,0.20902255639097742,-0.1082706766917293,0.41812865497076024,0.7935103244837758,-0.37538166951301555,0.5909090909090909,0.826605504587156,-0.23569641367806504,0.4375,0.7847826086956521,-0.3472826086956521,0.0,,,0.5655655655655655,0.805050505050505,-0.23948493948493954,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.5,1.0,-0.5,0.2,0.6,-0.39999999999999997,0.2,0.5,-0.3,0.07,0.09,-0.01999999999999999
S-T080.1,1,1,0.16350526167973903,0.06056007653431272,0.1029451851454263,0.12044801550802997,0.050656052921912054,0.06979196258611792,0.21052631578947367,0.24661654135338343,-0.036090225563909756,0.47795758928571425,0.46065848214285715,0.017299107142857095,0.4830769230769231,0.4595804195804196,0.023496503496503507,0.5953395851094061,0.5586814435919295,0.036658141517476595,0.0,,,0.4830769230769231,0.4595804195804196,0.023496503496503507,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.4,0.4,0.0,0.4,0.4,0.0,0.54,0.54,0.0
S-T081.1,1,1,0.275102959078301,0.2283988548851569,0.04670410419314411,0.30656555891894144,0.24555360354185352,0.06101195537708792,0.08424220227189026,0.27669172932330827,-0.192449527051418,0.6461647225167904,0.6525455221107396,-0.006380799593949216,0.6180555555555556,0.7396978021978022,-0.12164224664224665,0.7160904255319149,0.48602150537634414,0.2300689201555708,0.0,,,0.6183382985766303,0.7516339869281046,-0.13329568835147432,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.8,0.8,0.0,0.7,0.7,0.0,0.52,0.49,0.030000000000000027
S-T085.1,1,1,-0.32263620569510665,0.10939857524102248,-0.4320347809361291,-0.5015959535573258,0.1027537842838408,-0.6043497378411666,0.3866115354263535,0.024069200649111507,0.362542334777242,0.1479154768703598,0.5362649914334666,-0.38834951456310685,0.1479154768703598,0.5362649914334666,-0.38834951456310685,0.34725925925925927,0.5842962962962963,-0.23703703703703705,0.0,,,0.1479154768703598,0.5362649914334666,-0.38834951456310685,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.8,-0.8,0.1,0.9,-0.8,0.84,0.87,-0.030000000000000027
S-T086.1,1,1,0.5605784118124515,-0.3267520143983719,0.8873304262108235,0.29776701544424083,-0.31114299016600355,0.6089100056102443,-0.5468221522470019,-0.19781874283488515,-0.34900340941211677,0.6616379310344827,0.21336206896551727,0.4482758620689654,0.5617391304347826,0.17739130434782607,0.38434782608695656,0.0,,,0.0,,,0.5657894736842105,0.22953216374269006,0.3362573099415205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.019999999999999997
S-T086.2,1,1,0.5218862041732849,-0.3313532020174833,0.8532394061907682,0.18434693112209039,-0.17595781926200446,0.3603047503840948,-0.04813840129822301,-0.1526889916178011,0.1045505903195781,0.6846846846846847,0.3023023023023023,0.38238238238238237,0.6799999999999999,0.26086956521739135,0.4191304347826086,0.5714285714285714,0.1512605042016807,0.4201680672268907,0.0,,,0.6228070175438596,0.27923976608187134,0.34356725146198824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.03
S-T087.1,1,1,-0.39093164734951213,0.051516051275849316,-0.44244769862536143,-0.3373876935169966,0.13216636921784577,-0.46955406273484235,-0.08198571471103606,-0.447536699569417,0.36555098485838095,0.2387676508344031,0.5154043645699615,-0.2766367137355584,0.23011363636363638,0.5049715909090909,-0.2748579545454546,0.28559249786871277,0.5376527422563229,-0.2520602443876101,0.0,,,0.23719958202716823,0.4977359804946011,-0.2605363984674329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,-0.39999999999999997,0.2,0.5,-0.3,0.69,0.77,-0.08000000000000007
S-T088.1,1,1,0.24125564734962732,-0.07217272940463632,0.3134283767542636,0.2851201384692688,-0.023050903504168305,0.30817104197343714,0.24511278195488717,0.09774436090225563,0.14736842105263154,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-T089.1,1,1,-0.054621526839715384,-0.40164293000323614,0.34702140316352076,-0.0025107103748545044,-0.3287493224437857,0.3262386120689312,-0.3533834586466165,0.05413533834586466,-0.40751879699248117,0.5147889664340312,0.27916251246261214,0.23562645397141901,0.4667119565217392,0.26664402173913043,0.20006793478260876,0.3526785714285714,0.42782738095238093,-0.07514880952380953,0.0,,,0.508,0.26466666666666666,0.24333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.6,0.44,0.45,-0.010000000000000009
S-T090.1,1,1,-0.03255045434131355,-0.0651809772029595,0.032630522861645944,0.011808717485941025,-0.08275857339805086,0.09456729088399188,0.08273787723132078,0.6145167790726281,-0.5317789018413074,0.4963624338624339,0.49157681940700804,0.004785614455425857,0.4716981132075472,0.48584905660377353,-0.014150943396226356,0.5369152046783625,0.445945945945946,0.09096925873241651,0.0,,,0.4716981132075472,0.48584905660377353,-0.014150943396226356,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.8,0.6,0.20000000000000007,0.6,0.4,0.19999999999999996,0.53,0.49,0.040000000000000036
S-T091.1,1,1,0.2702024016223741,-0.006681348803756774,0.27688375042613084,0.2047926658536309,0.0034876711429267246,0.20130499471070418,-0.013533834586466165,-0.07218045112781954,0.05864661654135338,0.621900826446281,0.644111570247934,-0.022210743801653,0.6657027183342974,0.6194331983805668,0.04626951995373063,0.5502717391304348,0.5054347826086957,0.044836956521739135,0.0,,,0.6657027183342974,0.6194331983805668,0.04626951995373063,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.85,0.82,0.030000000000000027
S-T092.1,1,1,-0.043613805487074976,-0.1415020009012623,0.09788819541418733,0.06513859828107597,-0.011445789492376669,0.07658438777345264,-0.20767500235670888,0.39127174357061095,-0.5989467459273199,0.4468085106382979,0.5294767870302137,-0.08266827639191582,0.5233918128654971,0.43637077769049487,0.0870210351750022,0.4322916666666667,0.3685787671232877,0.063712899543379,0.0,,,0.5233918128654971,0.43637077769049487,0.0870210351750022,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.8,0.6,0.20000000000000007,0.6,0.8,-0.20000000000000007,0.66,0.64,0.020000000000000018
S-T093.1,1,1,0.29449448637445713,-0.26875670607178004,0.5632511924462371,0.391902696470425,-0.2929754427108892,0.6848781391813142,0.03836028853452146,0.11508086560356438,-0.07672057706904292,0.622093023255814,0.2601744186046512,0.36191860465116277,0.7540338449429358,0.18890200708382524,0.5651318378591106,0.6737231182795699,0.29032258064516125,0.3834005376344086,0.0,,,0.6167355371900827,0.2174586776859504,0.3992768595041323,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.8,0.0,0.8,0.9,0.1,0.8,0.82,0.8,0.019999999999999907
S-T094.1,1,1,0.09740945243224336,-0.2173559747117385,0.31476542714398187,-0.04886646137995145,-0.16990072581788662,0.12103426443793516,0.5896954159032319,0.4723580627388133,0.11733735316441862,0.5091575091575091,0.36904761904761907,0.14010989010989006,0.48192771084337355,0.33409312927385215,0.1478345815695214,0.9915966386554622,0.865546218487395,0.12605042016806722,0.0,,,0.5091575091575091,0.36904761904761907,0.14010989010989006,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.4,0.0,0.4,0.4,0.2,0.2,0.33,0.31,0.020000000000000018
S-T096.1,1,1,0.11883282894427145,0.0009700466686744337,0.11786278227559702,0.12220674100299195,0.034493251282713626,0.08771348972027831,-0.10977443609022557,-0.45563909774436084,0.34586466165413526,0.9805194805194806,0.14473684210526316,0.8357826384142174,0.7614379084967321,0.3807947019867549,0.3806432065099772,0.0,,,0.0,,,0.7614379084967321,0.3807947019867549,0.3806432065099772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.0,0.1,0.02,0.01,0.01
S-T097.1,1,1,0.12482887856152766,-0.2185607663676335,0.34338964492916113,0.07603856714172988,-0.04638828091028568,0.12242684805201556,0.21654135338345865,-0.13233082706766916,0.3488721804511278,0.532608695652174,0.5078502415458936,0.024758454106280303,0.5513468013468014,0.5568181818181819,-0.005471380471380516,0.5655172413793104,0.3172413793103448,0.24827586206896557,0.0,,,0.5513468013468014,0.5568181818181819,-0.005471380471380516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.0,0.2,-0.2,0.12,0.12,0.0
S-T098.1,1,1,0.41304562665079564,-0.028319726693106412,0.44136535334390203,0.2976357848541168,0.0025753850061697825,0.295060399847947,-0.14264252504829375,0.05207584247794852,-0.19471836752624228,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-T099.1,1,1,0.06913062664756209,0.07111786767103005,-0.0019872410234679644,-0.02508334023189764,0.05535569970079374,-0.08043903993269137,0.09269030514300074,-0.040662696716141415,0.13335300185914215,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-T100.1,1,1,-0.14983257470161562,-0.266032833635856,0.11620025893424038,-0.2686847167576666,-0.23712908904524443,-0.03155562771242215,-0.3744360902255639,0.6812030075187969,-1.0556390977443608,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-T101.1,1,1,-0.17238145280431932,-0.20565571460912602,0.03327426180480669,-0.12721556661993996,-0.10742420243469886,-0.019791364185241106,-0.2881866880529692,0.11587663174975786,-0.4040633198027271,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-T104.1,1,1,0.10357990597106552,0.05589912292786966,0.04768078304319586,0.22041482912454796,0.1667974132150141,0.053617415909533866,-0.16534683893576363,0.370709122910776,-0.5360559618465397,0.688095238095238,0.5533333333333333,0.13476190476190464,0.6762589928057554,0.5713622650266883,0.10489672777906711,0.6762589928057554,0.5713622650266883,0.10489672777906711,0.5403663003663004,0.5131135531135531,0.02725274725274729,0.688095238095238,0.5533333333333333,0.13476190476190464,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4,0.6,0.9,0.5,0.4,0.9,0.85,0.050000000000000044
S-T105.1,1,1,0.0955212340210394,0.018671896130261715,0.07684933789077769,0.3484335034856848,-0.20616465897580274,0.5545981624614875,-0.4009053199057116,0.039939815704892315,-0.4408451356106039,0.7718120805369126,0.24429530201342284,0.5275167785234898,0.7718120805369126,0.24429530201342284,0.5275167785234898,0.6040578545600643,0.40478103656086784,0.1992768179991965,0.437847866419295,0.6008039579468152,-0.16295609152752016,0.7718120805369126,0.24429530201342284,0.5275167785234898,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.8,1.0,0.3,0.7,0.95,0.83,0.12
S-T107.1,1,1,0.30731658362977254,-0.30831313146599876,0.6156297150957712,0.27810157192455276,-0.1313113694831432,0.40941294140769596,-0.09473684210526315,0.04962406015037594,-0.14436090225563908,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-T110.1,1,1,0.24364388342999785,0.16721403034606847,0.07642985308392938,0.2692079268147335,0.4650756373409877,-0.19586771052625424,-0.4324814115357574,-0.10151806472455664,-0.33096334681120076,0.6103747340860742,0.591952111739275,0.018422622346799256,0.583048170571203,0.8595965103598691,-0.2765483397886661,0.6493749999999999,0.5528481012658228,0.09652689873417708,0.0,,,0.583048170571203,0.8595965103598691,-0.2765483397886661,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.5,1.0,-0.5,0.6,1.0,-0.4,0.5,1.0,-0.5,0.86,0.97,-0.10999999999999999
S-T113.1,1,1,0.10147334034664449,0.257385928754644,-0.15591258840799951,0.07140539624761359,0.22206484364952853,-0.15065944740191495,-0.5639097744360902,0.49022556390977434,-1.0541353383458647,0.0,,,0.41455696202531644,0.7753164556962026,-0.3607594936708861,0.0,,,0.0,,,0.27612903225806457,0.7148387096774194,-0.4387096774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,0.02,0.05,-0.030000000000000002
S-T116.1,1,1,0.18159083259042524,0.126520450240804,0.05507038234962125,0.03451932394951939,-0.036871936010877134,0.07139125996039652,-0.10462934783757878,0.18742955116228144,-0.2920588989998602,0.37536193735193474,0.3685180310608055,0.0068439062911292425,0.0,,,0.0,,,0.0,,,0.33333333333333337,0.4591194968553459,-0.12578616352201255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.01
S-T117.1,1,1,0.06990774615864002,0.16263420692925784,-0.09272646077061782,0.06915610476830808,0.21895161998792706,-0.14979551521961898,0.4557446876431346,-0.28700615866451945,0.742750846307654,0.5458333333333334,0.7207482993197278,-0.17491496598639444,0.0,,,0.0,,,0.0,,,0.47876004592422505,0.5332167832167832,-0.05445673729255818,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.23,-0.05000000000000002
S-T117.2,1,1,-0.23778308077088076,0.044374681066647846,-0.2821577618375286,-0.15864004950171912,0.04495361398262404,-0.20359366348434316,0.41244800494906203,-0.06747770669203405,0.4799257116410961,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-T117.3,1,1,-0.4516116303272377,0.16415466070965526,-0.615766291036893,-0.384975542935565,0.22669569713228507,-0.6116712400678501,-0.11302920967267673,-0.03507783240267842,-0.0779513772699983,0.2505263157894737,0.711166253101737,-0.46063993731226327,0.0,,,0.0,,,0.0,,,0.34685073339085415,0.5883771929824562,-0.24152645959160202,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.0,0.1,-0.1,0.18,0.33,-0.15000000000000002
S-T117.4,1,1,0.06947610384732719,0.1290213638384915,-0.05954525999116431,-0.061198371963562835,0.16218631745944131,-0.22338468942300416,-0.1675483627551387,0.371375423153827,-0.5389237859089657,0.03144654088050314,0.9528301886792453,-0.9213836477987422,0.3779193205944798,0.923076923076923,-0.5451576024824432,0.0,,,0.0,,,0.3779193205944798,0.923076923076923,-0.5451576024824432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.0,0.2,-0.2,0.02,0.03,-0.009999999999999998
S-T119.1,1,1,0.6168886689731102,-0.017654119260865846,0.634542788233976,0.5370472268623988,0.027071735599280427,0.5099754912631184,0.19758723268911416,-0.22926197826734748,0.42684921095646167,0.7734038113784949,0.49198312236286923,0.28142068901562567,0.7895763656633222,0.5098619329388561,0.27971443272446617,0.8579881656804734,0.3035714285714286,0.5544167371090448,0.0,,,0.7798152295632699,0.499151103565365,0.28066412599790486,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4,0.6,1.0,0.4,0.6,0.69,0.57,0.12
S-T120.1,1,1,0.13339793340018394,0.3668140912698186,-0.23341615786963468,0.18598901299182208,0.11255065852242273,0.07343835446939935,0.5182399764761821,-0.4189545237985971,0.9371945002747792,0.7762237762237763,0.4225774225774226,0.35364635364635366,0.7107142857142856,0.45071428571428573,0.2599999999999999,0.7981859410430838,0.5328798185941043,0.26530612244897955,0.0,,,0.7107142857142856,0.45071428571428573,0.2599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.0,0.1,0.09,0.08,0.009999999999999995
S-T121.1,1,1,-0.03271170153692881,-0.15885729663936574,0.12614559510243692,-0.018969204783698557,-0.09393426619846677,0.07496506141476822,0.4764775336776069,-0.3048552940591325,0.7813328277367394,0.5838509316770186,0.41338854382332635,0.17046238785369228,0.507112648981161,0.40792003075740096,0.09919261822376008,0.7100591715976332,0.0650887573964497,0.6449704142011835,0.0,,,0.4948830409356725,0.4331140350877193,0.061769005847953196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.020000000000000004
S-T122.1,1,1,-0.1827452171737534,-0.038325425011828326,-0.14441979216192508,-0.14002661477040848,-0.08851236565029572,-0.051514249120112765,0.1286197909686896,-0.25197444429538607,0.38059423526407565,0.33797554347826086,0.5594262295081966,-0.22145068602993578,0.4918857142857143,0.667816091954023,-0.1759303776683087,0.4461538461538461,0.7896907216494844,-0.34353687549563827,0.0,,,0.4043419267299864,0.436887673729779,-0.03254574699979257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.5,1.0,-0.5,0.8,1.0,-0.19999999999999996,0.6,0.9,-0.30000000000000004,0.59,0.61,-0.020000000000000018
S-T123.1,1,1,-0.13408150672084318,0.11479779604169134,-0.2488793027625345,-0.0611334640020888,0.07197721890193783,-0.1331106829040266,0.3374770579572302,-0.2244825073019076,0.5619595652591378,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
